#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Eukaryota;phylum__unknown;class__Ulvophyceae;order__unknown;family__unknown	39	81	177	124	256	965	2	173	5	1033	809	1	191	268	85	0	0	0	0	111	125	72	272	187	166	173	84	56	82	101	59	20	298	257	70	16	373	10	165	0	0	0	0	0	0	0	0	0	0	0	0	41	18	23	53	36	60	45	12	18	5	16	3	0	0	0	0	2	0	2	2	0	7	2	0
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__unknown	94	98	73	78	73	187	82	121	103	97	101	76	37	103	106	24	10	8	27	289	469	236	167	282	295	287	197	238	573	313	71	100	345	371	380	12	319	41	260	22	25	34	53	47	57	38	38	66	64	52	12	15	13	16	34	47	68	76	25	11	19	10	2	5	4	2	20	25	2	30	46	161	181	606	293
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__Phryganellina	11	51	2	13	24	10	46	6	42	21	6	39	1	4	29	2	3	0	1	7	9	9	7	11	6	22	16	13	14	13	0	2	15	32	26	0	21	1	23	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	7	6
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__unknown;family__Arcellina	3	159	1	0	5	1	140	0	78	6	1	102	0	0	2	7	47	133	160	320	184	3	0	0	237	0	0	0	456	213	0	53	0	0	0	30	0	25	0	150	178	249	446	627	1006	913	713	1014	1344	600	105	0	2	0	0	9	2	0	1	0	0	0	0	1	0	0	21	62	1	0	0	0	0	13	2
root__Root;domain__Eukaryota;phylum__unknown;class__Tubulinea;order__Echinamoebida;family__unknown	0	2	2	1	2	8	1	5	3	8	5	0	2	9	7	0	0	0	0	0	0	0	2	3	0	1	1	2	0	2	0	0	1	1	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	4	4	5	3	0	0	1	2	0	4	0	1	6	9	0	9	20	26	8	7	3
root__Root;domain__Eukaryota;phylum__unknown;class__Trebouxiophyceae;order__unknown;family__unknown	8	2	3	4	7	8	1	4	2	13	11	1	2	4	2	0	0	0	0	92	99	30	70	96	195	95	111	182	124	167	32	15	218	120	136	9	122	8	131	2	0	1	0	5	1	3	0	0	2	0	0	120	27	24	35	25	40	58	24	35	24	29	6	0	0	0	0	3	0	8	5	6	3	0	4
root__Root;domain__Eukaryota;phylum__unknown;class__Raphidophyceae;order__Chattonellales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Prasinophytae;order__unknown;family__unknown	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Prasinophytae;order__Pseudoscourfieldiales;family__unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Phaeothamniophyceae;order__Pleurochloridales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	1	0	0	0	1	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Phaeothamniophyceae;order__Phaeothamniales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Phaeophyceae;order__unknown;family__unknown	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	2	1	3	3	3	1	2	2	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Phaeophyceae;order__Ectocarpales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Phaeophyceae;order__Dictyotales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Pedinophyceae;order__Pedinomonadales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Nephroselmidophyceae;order__Nephroselmidales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Mamiellophyceae;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Mamiellophyceae;order__Monomastigales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Mamiellophyceae;order__Mamiellales;family__unknown	3	0	0	0	1	0	2	2	2	0	0	4	0	4	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Mamiellophyceae;order__Dolichomastigales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__IncertaeSedis;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Ichthyosporea;order__Rhinosporideacae;family__unknown	5	3	14	18	19	5	2	11	1	4	23	2	2	8	13	0	0	1	0	40	52	15	5	31	45	11	21	31	69	30	4	19	3	16	25	7	16	4	13	0	0	1	0	0	0	1	0	5	3	5	2	3	0	0	2	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Ichthyosporea;order__Pseudoperkinsidae;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	19	0	0	1	22	1	2	1	24	17	0	1	4	1	2	2	0	1	0	8	3	2	8	9	6	10	2	4	6	2	0	2	1	0	0	2	7	1	1	0	1	4	0	0	0	0	3	4	0	0	6	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Ichthyosporea;order__Ichthyophonidae;family__unknown	0	1	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	9	2	0	0	6	0	4	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Ichthyosporea;order__Abeoformidae;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	4	4	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Filasterea;order__Ministeriida;family__Capsasporidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Eustigmatophyceae;order__Eustigmatales;family__unknown	8	2	10	4	7	8	2	7	4	9	14	3	7	2	4	0	0	0	0	0	1	3	4	3	0	1	1	0	0	6	0	0	7	2	5	0	4	0	4	0	0	0	0	0	1	0	1	0	1	0	0	2	1	0	1	5	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
root__Root;domain__Eukaryota;phylum__unknown;class__Discosea;order__unknown;family__unknown	17	34	5	26	7	22	43	8	32	14	11	22	10	5	24	87	136	125	145	55	10	2	5	10	40	4	8	4	7	18	2	4	16	3	13	2	4	2	7	16	6	32	40	36	79	67	28	54	73	56	11	3	0	3	9	16	10	3	1	1	5	5	1	0	0	0	14	7	0	1	1	5	2	8	9
root__Root;domain__Eukaryota;phylum__unknown;class__Discosea;order__Vannellida;family__unknown	9	24	3	13	8	11	37	25	15	11	10	38	5	16	13	119	168	84	82	60	76	2	10	7	67	17	6	4	104	55	1	22	14	13	5	2	22	8	14	41	45	63	93	97	180	162	125	179	164	98	20	21	14	32	59	72	133	80	13	18	28	6	1	0	13	0	65	101	3	77	32	105	64	134	113
root__Root;domain__Eukaryota;phylum__unknown;class__Discosea;order__Vannellida;family__BIO10-D10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	21	52	0	3	2	0	1	0	0	0	0	2
root__Root;domain__Eukaryota;phylum__unknown;class__Discosea;order__Stygamoebida;family__unknown	1	8	1	0	4	3	2	0	3	0	0	4	0	0	0	0	1	3	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Discosea;order__Dactylopodida;family__unknown	15	15	41	36	26	54	29	17	27	26	31	13	11	79	27	33	39	49	49	21	60	14	10	11	28	9	11	16	35	35	6	9	18	20	18	2	11	4	9	7	10	4	2	10	15	21	5	9	11	9	3	10	3	4	13	11	16	3	0	4	5	4	0	1	0	0	6	8	1	9	3	13	8	40	3
root__Root;domain__Eukaryota;phylum__unknown;class__Discosea;order__Centramoebida;family__unknown	9	13	2	20	8	8	11	4	15	4	5	19	1	3	15	128	99	88	118	24	7	3	5	1	33	4	10	0	11	17	0	6	15	5	13	1	9	0	7	9	4	8	19	19	44	31	12	34	34	35	6	5	0	5	8	12	7	0	4	0	1	10	0	61	79	6	53	47	2	24	152	359	120	100	81
root__Root;domain__Eukaryota;phylum__unknown;class__Dictyochophyceae;order__Pedinellales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	3	10	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__CladeVII;order__SubcladeB;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__CladeVII;order__SubcladeA;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__CladeIX;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__unknown;family__unknown	2	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	8	8	17	7	5	2	4	5	3	11	1	0	1	9	5	9	0	17	0	14	0	0	0	0	0	2	4	0	0	2	2	0	32	18	50	39	31	68	110	23	86	38	26	7	87	8	45	18	7	0	6	2	32	34	30	16
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__uncultured;family__unknown	9	0	5	3	1	10	0	1	3	3	3	1	3	3	0	1	2	0	0	4	7	8	9	14	5	15	4	12	0	0	3	0	2	13	3	0	20	0	19	0	0	0	0	0	0	0	0	0	0	0	6	14	5	22	15	18	22	25	13	27	54	19	7	2	0	0	6	1	0	3	0	4	6	8	2
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__Synurales;family__unknown	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	3	0	1	3	0	0	0	2	0	2	0	0	3	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	9	11	14	10	3	5	9	12	0	0	0	1	3	0	0	0	0	1	2	3	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__P34.48;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	1	2	0	3	1	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__P34.45;family__unknown	30	0	9	7	10	1	1	3	0	5	11	0	1	2	14	0	0	0	0	6	0	3	1	3	1	4	2	1	0	0	1	0	2	6	1	0	7	0	3	0	0	0	3	1	21	4	5	15	6	0	0	35	9	26	75	39	131	116	45	129	95	27	2	10	1	1	4	3	0	8	4	9	14	2	1
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__Ochromonadales;family__unknown	32	144	30	9	13	3	124	6	190	13	10	90	12	6	21	109	102	9	9	23	10	13	3	9	17	14	5	10	6	7	6	0	17	13	2	1	15	1	15	3	2	17	20	10	15	16	3	4	4	2	4	61	27	76	156	97	68	161	30	74	115	36	10	16	2	1	47	19	0	13	7	100	124	157	83
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__IncertaeSedis;family__unknown	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__Chrysocapsales;family__unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	1	1	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	2	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__Chromulinales;family__unknown	28	23	63	32	16	103	28	66	57	18	75	16	17	34	32	0	0	0	0	202	574	667	160	196	262	138	449	295	646	160	70	92	142	212	395	23	402	26	288	0	0	0	0	1	9	6	3	8	5	3	0	121	76	103	158	133	186	177	51	92	104	93	17	475	49	47	28	48	28	164	26	157	110	34	26
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae;order__A-3-62;family__unknown	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	1	1	0	4	2	3	0	0	0	2	2	1	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__unknown;family__unknown	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__unknown;family__Stephanoecidae	2	0	0	7	3	0	0	0	4	2	3	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__unknown;family__Salpingoecidae	78	28	33	22	48	14	57	13	72	42	31	25	14	14	56	33	16	8	22	17	13	22	8	17	20	10	10	16	17	13	7	1	40	23	22	0	28	1	27	5	8	1	9	9	18	16	5	6	4	7	0	5	3	5	7	1	6	4	3	3	8	4	2	3	1	0	48	30	3	38	4	7	2	1	4
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__unknown;family__Acanthoecidae	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__uncultured;family__unknown	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__Codosigidae;family__unknown	2	16	4	1	1	3	35	6	25	2	2	14	0	0	3	31	39	22	21	31	184	33	0	4	27	2	35	30	138	19	0	7	3	1	30	4	3	7	3	0	1	0	1	0	1	0	5	1	2	3	1	20	1	3	0	5	2	1	0	1	1	0	0	0	1	0	20	17	1	5	1	6	2	10	5
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida;order__Codonosigidae;family__unknown	29	47	4	4	3	0	78	1	61	7	8	26	1	1	2	7	1	4	1	5	57	3	4	0	14	1	2	1	19	3	0	5	0	0	0	1	0	2	1	0	0	0	2	0	2	2	3	1	0	0	0	12	16	10	41	31	45	25	8	40	66	21	12	0	0	0	15	74	4	228	55	146	114	80	10
root__Root;domain__Eukaryota;phylum__unknown;class__Chlorophyceae;order__unknown;family__unknown	132	49	263	110	170	290	19	167	36	171	246	18	72	175	123	0	2	0	2	299	391	413	622	1342	381	378	483	1267	355	1417	217	30	1402	1273	758	56	1167	33	812	2	9	0	10	29	32	46	14	44	26	20	5	108	47	47	124	136	491	276	98	467	282	160	16	5	2	0	50	115	0	36	15	235	52	30	160
