#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Eukaryota;phylum__unknown;class__Nephroselmidophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Mamiellophyceae	3	0	0	0	1	0	2	2	2	0	0	4	1	5	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__IncertaeSedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Ichthyosporea	5	4	14	19	19	5	2	12	5	4	23	4	2	8	13	0	0	1	0	54	71	15	6	35	67	13	25	32	93	47	4	20	18	23	27	9	22	5	17	8	6	3	8	9	6	11	3	9	9	7	2	11	2	5	6	9	10	4	4	0	5	4	0	0	0	0	3	4	0	0	6	0	1	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Filasterea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Eustigmatophyceae	8	2	10	4	7	8	2	7	4	9	14	3	7	2	4	0	0	0	0	0	1	3	4	3	0	1	1	0	0	6	0	0	7	2	5	0	4	0	4	0	0	0	0	0	1	0	1	0	1	0	0	2	1	0	1	5	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
root__Root;domain__Eukaryota;phylum__unknown;class__Discosea	55	96	52	96	55	98	126	55	95	56	58	101	28	105	82	383	465	375	409	170	159	21	30	29	169	34	35	24	159	127	9	42	63	42	49	7	47	14	38	78	68	113	164	172	345	303	176	287	295	206	41	40	17	44	91	112	166	86	18	26	39	25	2	83	148	6	144	167	6	112	188	483	195	282	208
root__Root;domain__Eukaryota;phylum__unknown;class__Dictyochophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	3	10	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__CladeVII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__CladeIX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__unknown;class__Chrysophyceae	118	195	122	58	43	128	179	84	295	43	119	128	34	53	75	117	111	9	10	264	659	808	207	262	322	209	505	344	715	179	89	101	196	282	458	27	525	30	390	3	2	17	28	13	55	48	16	42	22	9	10	451	232	452	680	478	765	1052	260	650	568	307	64	857	70	318	217	111	32	237	59	417	452	314	192
root__Root;domain__Eukaryota;phylum__unknown;class__Choanoflagellida	114	101	44	34	56	17	173	22	168	55	49	68	16	16	68	71	57	36	44	53	261	59	12	22	63	14	49	48	178	38	7	13	43	28	54	5	35	10	32	5	10	1	12	9	22	19	13	9	6	10	1	37	21	18	49	37	54	32	11	46	75	25	14	3	3	0	83	122	8	272	63	159	120	91	19
root__Root;domain__Eukaryota;phylum__unknown;class__Chlorophyceae	134	50	263	111	170	292	22	167	36	174	250	18	72	176	125	0	2	0	2	303	394	414	627	1343	381	382	485	1267	360	1418	221	30	1407	1278	764	56	1175	33	814	2	9	0	10	29	32	46	14	44	26	20	5	108	47	50	124	136	491	276	99	471	283	166	16	5	2	0	50	115	0	36	15	235	52	30	160
root__Root;domain__Eukaryota;phylum__unknown;class__Chlorodendrophyceae	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	2	14	12	4	5	2	2	3	3	5	0	9	17	2	2	16	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1
root__Root;domain__Eukaryota;phylum__unknown;class__ANT37-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__uncultured;class__unknown	11	8	6	6	4	8	2	5	6	9	6	0	2	12	7	0	0	0	0	12	20	51	6	34	29	19	45	50	9	25	4	1	13	40	46	4	25	3	30	9	4	2	7	2	8	7	2	6	9	1	1	10	20	2	15	10	13	16	6	9	11	19	0	3	0	0	4	4	0	3	3	9	2	11	6
root__Root;domain__Eukaryota;phylum__Zoopagomycota;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Zoopagomycota;class__IncertaeSedis	25	397	3	7	41	5	239	0	116	43	7	207	4	1	49	7	15	16	6	17	37	64	28	57	13	17	43	57	20	17	8	0	14	31	88	1	20	2	30	19	13	9	22	27	29	30	20	38	36	44	8	1	4	0	0	6	13	3	0	3	4	2	1	0	1	0	15	40	3	20	0	8	4	14	1
root__Root;domain__Eukaryota;phylum__Zoopagomycota;class__Entomophthoromycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Zoopagomycota;class__Basidiobolomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Vertebrata;class__Mammalia	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Vertebrata;class__Aves	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Vertebrata;class__Amphibia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Vertebrata;class__Actinopterygii	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	11	22	14	25	15	1	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Tardigrada;class__Eutardigrada	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	3	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Schizoplasmodiida;class__unknown	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__SAR;class__Labyrinthulomycetes	16	43	27	19	27	35	53	16	38	17	29	39	8	17	20	21	50	31	27	61	98	28	38	42	86	57	30	34	140	72	8	12	68	48	37	4	54	9	48	46	32	36	49	61	81	47	35	69	34	21	8	19	10	28	61	46	54	64	14	16	52	34	7	0	0	0	15	24	0	21	15	52	23	64	26
root__Root;domain__Eukaryota;phylum__Rotifera;class__Monogononta	3	82	24	10	13	49	54	28	32	8	17	64	3	32	6	50	62	33	39	331	252	115	118	91	339	109	123	121	274	300	47	67	258	137	251	21	206	30	197	59	83	102	127	186	224	216	187	314	273	213	39	19	2	3	20	86	237	117	5	11	49	6	3	5	2	0	17	36	1	4	18	10	21	94	56
root__Root;domain__Eukaryota;phylum__Rotifera;class__Bdelloidea	2	335	8	4	4	2	168	10	88	17	12	189	0	8	17	124	194	213	318	412	180	6	13	11	371	18	0	0	597	289	1	95	29	11	8	44	38	19	9	118	173	168	216	378	392	315	325	368	438	351	79	9	1	15	0	16	14	6	2	0	0	1	0	1	0	0	13	2	0	0	0	1	0	1	0
root__Root;domain__Eukaryota;phylum__Rigifilida;class__unknown	0	2	0	0	0	2	2	4	2	4	0	3	1	0	0	0	0	1	1	12	10	0	5	4	1	2	0	0	25	4	0	1	5	0	0	0	3	3	2	0	0	0	1	0	0	1	0	0	1	0	0	4	5	6	16	10	7	13	1	3	2	2	1	1	0	0	8	9	0	8	1	1	1	6	2
root__Root;domain__Eukaryota;phylum__Retaria;class__Polycystinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Prymnesiophyceae;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Protosteliida;class__unknown	1	1	0	2	0	9	2	5	2	0	2	1	1	1	2	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	2	1	1	1	4	0	2	0	0	4	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Protosporangiida;class__Protosporangiidae	1	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	0	7	0	0	0	3	2	0	5	3	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Protalveolata;class__Syndiniales	0	2	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	5	0	2	0	1	5	4	1	0	2	0	1	2	7	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Protalveolata;class__Perkinsidae	1	4	0	0	0	0	1	1	1	0	0	1	0	2	0	4	12	0	0	0	1	0	3	1	0	8	0	0	0	0	0	0	0	7	2	0	6	0	8	0	0	0	0	0	0	0	1	6	0	0	0	38	36	14	32	30	32	36	11	11	23	16	4	3	0	0	2	7	0	11	1	3	19	7	15
root__Root;domain__Eukaryota;phylum__Protalveolata;class__Colpodellida	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	1	1	2	0	0	2	3	5	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0
root__Root;domain__Eukaryota;phylum__Protalveolata;class__Chromerida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Preaxostyla;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Porphyridiophyceae;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Porifera;class__Homoscleromorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Porifera;class__Demospongiae	3	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	6	6	3	1	7	10	0	0	0	0	0	7	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Porifera;class__Calcarea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Platyhelminthes;class__Rhabditophora	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	4	0	0	0	6	2	0	0	0	0	0	1	0	2	0	2	1	1	0	0	1	5	3	0	1	0	0	1	3	0	1	3	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Platyhelminthes;class__Cestoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Platyhelminthes;class__Catenulida	14	124	118	18	3	24	307	23	67	6	4	124	27	172	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Picozoa;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__unknown	0	4	0	0	1	3	1	0	3	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	1	0	0	0	7	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	2	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta;class__Embryophyta	11	9	31	33	21	66	4	45	13	24	50	7	9	44	8	2	11	4	22	15	14	28	60	74	25	90	39	63	18	14	19	7	171	73	74	0	75	2	89	4	4	7	10	11	5	6	1	7	5	2	1	152	39	70	626	117	129	227	32	26	29	20	0	11	20	1	7	9	0	3	20	27	13	17	21
root__Root;domain__Eukaryota;phylum__Peronosporomycetes;class__unknown	4	12	71	705	44	18	12	2	11	2	33	8	0	3	16	1	2	2	4	27	47	29	31	19	41	25	25	5	47	14	15	7	22	48	23	2	38	1	46	17	20	27	30	96	112	20	21	16	27	21	7	317	92	130	327	271	215	228	74	51	65	114	9	2	0	0	8	1	0	0	3	0	0	0	1
root__Root;domain__Eukaryota;phylum__Pavlovophyceae;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Parabasalia;class__Tritrichomonadea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Parabasalia;class__Trichomonadea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__NucleariidaeandFonticulagroup;class__unknown	16	10	8	25	8	57	29	30	31	9	26	11	0	122	17	0	0	1	3	4	8	21	60	80	11	69	41	92	2	0	62	1	352	147	21	0	182	0	141	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	9	3	5	6	2	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	1
root__Root;domain__Eukaryota;phylum__Neocallimastigomycota;class__Neocallimastigomycetes	10	3	9	27	7	12	2	9	7	11	16	5	4	8	22	0	0	1	0	3	6	38	15	12	4	7	31	30	7	3	1	0	2	16	12	0	11	0	20	0	0	1	1	0	0	0	0	0	0	1	0	1	1	3	0	2	1	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Nemertea;class__Anopla	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Enoplea	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	108	20	0	0	11	86	2	0	0	45	24	8	18	3	23	0	7	2	6	3	5	1	5	3	18	7	26	8	19	42	13	3	3	0	0	33	1	38	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa;class__Chromadorea	16	62	11	8	7	14	33	12	9	14	15	17	3	6	4	5	4	21	18	213	134	34	92	111	148	99	46	92	226	218	20	38	215	136	59	8	214	18	171	292	457	390	701	960	875	822	780	825	881	735	131	51	5	47	75	105	70	89	32	31	6	15	0	1	1	1	55	21	3	0	0	20	0	22	2
root__Root;domain__Eukaryota;phylum__Myxogastria;class__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Mucoromycota;class__IncertaeSedis	1	2	1	8	0	1	0	0	0	1	1	0	0	1	6	0	0	0	0	8	9	2	0	1	1	1	2	1	7	6	3	1	0	5	3	0	5	0	2	0	0	0	2	0	0	0	0	1	0	0	0	4	5	1	8	4	1	6	4	2	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0
